"","x"
"4827",-81476.3119602031
"4828",-6725.49804009958
"4829",5771.18453276037
"4830",-22105.0916514624
"4831",34221.1502853799
"4832",55126.863240764
"4833",6154.01132784448
"4834",48300.8075400057
"4835",71922.1077483294
"4836",-8845.77322588621
"4837",10559.4987385097
"4838",80407.8680457037
"4839",14521.8502408986
"4840",69547.9155116714
"4841",28337.1541335956
"4842",10183.327940295
"4843",-34440.1744468176
"4844",-21914.2500728366
"4845",-18414.8391992657
"4846",-19913.2343001382
"4847",26856.0835743711
"4848",33365.7807162692
"4849",23927.9927265441
"4850",-9872.90111756146
"4851",68131.8461130501
"4852",-10436.4869302894
"4853",12096.5773584657
"4854",50362.5839869705
"4855",77379.6996882757
"4856",42833.6278285762
"4857",54516.7341145263
"4858",-6430.55162493334
"4859",2793.65138680546
"4860",-40706.1405818147
"4861",18018.5420730641
"4862",6502.84741371813
"4863",2959.45107465929
"4864",61544.3115484997
"4865",-16797.1131603332
"4866",-38581.1305532033
"4867",38912.173142473
"4868",20953.8320936071
"4869",-27944.3633981508
"4870",21181.0572031775
"4871",-39038.1114465332
"4872",-26690.4967486377
"4873",8940.8697342352
"4874",-58170.6343676977
"4875",-15399.8954601054
"4876",-23553.5780160067
"4877",-34456.4746968524
"4878",3894.06616139513
"4879",25801.5428510599
"4880",9165.74093584487
"4881",53305.6418573172
"4882",-17434.5001968575
"4883",-29617.9004728408
"4884",12476.7219385188
"4885",18865.5783695996
"4886",21088.8839995644
"4887",7464.83726947237
"4888",28703.7219669221
"4889",6716.63462776719
"4890",-50481.0238997833
"4891",-8183.1255553764
"4892",-38376.5124970612
"4893",69936.4442609771
"4894",-31392.7822211862
"4895",46769.0040898075
"4896",-26510.8299733742
"4897",-52757.9006344482
"4898",35034.0266218697
"4899",21122.3812293369
"4900",32355.2281624063
"4901",44594.1321957452
"4902",49847.8324435257
"4903",-5553.469002014
"4904",-5411.36906439186
"4905",-50481.482348366
"4906",-3708.99740497354
"4907",-25187.7616105887
"4908",27708.7797354946
"4909",-15005.2323680848
"4910",29788.335219072
"4911",14938.1937855563
"4912",5157.30762639526
"4913",6466.77674890757
"4914",-6397.74215505796
"4915",-1352.47755994416
"4916",40418.807115896
"4917",-22605.2248027043
"4918",3221.28771313638
"4919",-18449.6463299311
"4920",29958.6243903583
"4921",10734.2289716965
"4922",17117.4567642035
"4923",-183.288601572354
"4924",47947.9653090162
"4925",-13958.7883873577
"4926",-1942.02148810815
"4927",39719.8157191453
"4928",-33331.8160923825
"4929",52973.761391615
"4930",77844.0251237615
"4931",-23903.6591795011
"4932",-1968.60096051728
"4933",-51290.7999398166
"4934",-365.506504401875
"4935",5972.43081485716
"4936",-70383.6526512952
"4937",9353.87439778563
"4938",39167.3603245273
"4939",-12123.706594689
"4940",-60202.3757434196
"4941",37185.3713664244
"4942",-5268.15464795496
"4943",7394.38981600911
"4944",52040.704276626
"4945",-19723.8689248815
"4946",30781.7533052642
"4947",-14849.2977635732
"4948",-40770.3543690814
"4949",16177.9762880764
"4950",17377.2897541952
"4951",16060.6462859514
"4952",-41893.9946989806
"4953",-21240.3404067293
"4954",-4995.24939454
"4955",24621.4410137956
"4956",27576.9159564406
"4957",35843.9458588204
"4958",-35564.2620313267
"4959",-41497.1483137431
"4960",-24849.4288785514
"4961",51810.9699618561
"4962",14590.6316480605
"4963",-69942.4364263606
"4964",-82691.9835449636
"4965",-20244.7317241173
"4966",34365.7016711785
"4967",-8030.10594751803
"4968",-3602.02337919831
"4969",-17090.6956327497
"4970",26202.6237838286
"4971",-83942.9457940835
"4972",-12187.3330006406
"4973",-34243.8574488093
"4974",70789.5637878085
"4975",32695.5677828696
"4976",33588.9428793987
"4977",15787.8312491817
"4978",-15724.4272172522
"4979",10536.5637063279
"4980",24073.2305887681
"4981",33003.5801497752
"4982",47406.054724139
"4983",80131.2378305645
"4984",56560.7609186488
"4985",12736.616679286
"4986",40746.2466986073
"4987",-37440.8648556638
"4988",56390.292881613
"4989",-2507.68823123655
"4990",31123.8483682647
"4991",48974.4788112895
"4992",-27380.4488986077
"4993",24331.0754830212
"4994",-35249.6283639967
"4995",-26889.4583468067
"4996",-28827.7925842619
"4997",-5851.72457986705
"4998",11400.2941200702
"4999",-23456.0529592525
"5000",-24071.7988560269
"5001",-51808.4971031175
"5002",14753.1035335776
"5003",-15230.5109930094
"5004",-46822.6243426215
"5005",39424.9426985233
"5006",22725.3059726575
"5007",8713.42782692417
"5008",8281.56982212682
"5009",-21949.392167755
"5010",10437.128830224
"5011",12116.623984011
"5012",27646.0236931129
"5013",44013.5641729178
"5014",-9309.72646438704
"5015",10533.5875496664
"5016",47826.0422457862
"5017",-14291.219873611
"5018",-19521.0678505108
"5019",11855.2646911177
"5020",-11767.0874686507
"5021",-24921.7557184285
"5022",246.790007144154
"5023",59900.4216049065
"5024",-25348.8824948765
"5025",30609.656745492
"5026",37431.3285523837
"5027",12986.6247638069
"5028",-20756.765665632
"5029",-18788.8508554076
"5030",-6718.87036720778
"5031",26167.2885549872
"5032",24230.5865571249
"5033",-6248.36904290536
"5034",67965.1686789913
"5035",6952.27093518475
"5036",10758.476689739
"5037",1255.52778981415
"5038",-23270.3422541104
"5039",10771.8472029763
"5040",-15047.3950072527
"5041",-4897.26055993828
"5042",19822.669908195
"5043",13390.2393858257
"5044",35979.7214275954
"5045",-28587.087913402
"5046",19824.6712489649
"5047",67882.9939244816
"5048",39438.0999469136
"5049",15652.0845758518
"5050",3220.12014638521
"5051",22497.6196719393
"5052",50100.8553823462
"5053",12865.5092784903
"5054",39882.5144814706
"5055",78114.9585465147
"5056",40254.3989330792
"5057",-18935.9996999902
"5058",-24140.0254828784
"5059",60116.2820829077
"5060",-24698.2741514143
"5061",88099.0777890837
"5062",-22853.2261269384
"5063",-34117.5889395174
"5064",-81648.5116321012
"5065",-40150.9357862718
"5066",19851.6545308201
"5067",26793.7288567532
"5068",-1575.44470901249
"5069",20107.8834865894
"5070",-9100.72868328221
"5071",-12655.510385392
"5072",26508.2456926123
"5073",7160.24494767162
"5074",44010.64693546
"5075",11445.7771298561
"5076",21141.4507253197
"5077",16584.4436121568
"5078",42399.2317006125
"5079",9445.06711787555
"5080",41981.6012463882
"5081",17969.1481650717
"5082",47029.2461680233
"5083",32738.577176759
"5084",61.4777087132211
"5085",-8178.30268559771
"5086",16052.0615423595
"5087",-5923.14756999037
"5088",-15290.8028357351
"5089",-10131.7732965347
"5090",5782.05819039715
"5091",29105.138911622
"5092",-33481.186514186
"5093",-19703.2281750321
"5094",-58116.3224201334
"5095",11969.6575005387
"5096",-68035.8271068988
"5097",-2896.2168115707
"5098",22020.9619309645
"5099",21246.3003425799
"5100",13780.8841393567
"5101",-18155.9719544243
"5102",39516.7380233782
"5103",44294.6890082912
"5104",-54639.237650026
"5105",-19343.5121371579
"5106",-24182.974668587
"5107",8916.13418977026
"5108",-16259.014197671
"5109",5815.24447019166
"5110",-7922.7574952947
"5111",5748.15219835892
"5112",11148.0110898976
"5113",-49885.931878746
"5114",-29313.544202272
"5115",18883.7733580784
"5116",-21211.3352945761
"5117",16022.8694217427
"5118",14362.2110976444
"5119",4010.82768436446
"5120",5804.06336185129
"5121",15956.6310269303
"5122",66323.0802520268
"5123",16730.0619158176
"5124",23157.4976082852
"5125",-44479.4588950721
"5126",-1090.05074097946
"5127",13932.6619574308
"5128",-50698.6892351482
"5129",38571.1974030978
"5130",-8526.85041448938
"5131",-30933.6581398791
"5132",-11362.385103441
"5133",3370.46170287047
"5134",-35089.7055681498
"5135",1055.64506114382
"5136",-61426.0646787145
"5137",43552.3430864901
"5138",39971.744945688
"5139",-27843.722559169
"5140",-61357.4917331074
"5141",29922.656861184
"5142",-54234.5317426319
"5143",-24925.0320168234
"5144",-80426.9491625156
"5145",6804.18048696941
"5146",-41881.9583337929
"5147",10357.0308072116
"5148",10956.2110899921
"5149",20443.3549308377
"5150",-26614.5992784763
"5151",-24020.7764088593
"5152",-34001.07966418
"5153",2847.16391613513
"5154",32125.3672658652
"5155",-158.555918447413
"5156",-22721.2767918089
"5157",-6418.00453794449
"5158",-31222.3671936257
"5159",-8719.44157806905
"5160",-46117.0279873584
"5161",76927.2360160827
"5162",21337.7899214618
"5163",-51285.4067574946
"5164",51853.3746318852
"5165",15985.6960977392
"5166",-26266.2720265143
"5167",20085.381049483
"5168",32149.1686468102
"5169",-7695.96260699505
"5170",52612.8028774894
"5171",-18313.938781444
"5172",-36855.360459152
"5173",43966.6285522211
"5174",-22289.2550435117
"5175",-66227.7257486332
"5176",30663.2725103189
"5177",-18153.4457927695
"5178",-40517.543661186
"5179",-42412.1972403244
"5180",28452.9176864785
"5181",23604.2201578892
"5182",-12432.2765737647
"5183",54074.3254318744
"5184",35715.1104508441
"5185",3302.5033838922
"5186",-17572.3383485196
"5187",14445.8057284757
"5188",-12043.8986132154
"5189",-24968.7651140387
"5190",8603.61756371753
"5191",4759.36832729498
"5192",5034.95119515643
"5193",-61856.410854714
"5194",1287.03086540288
"5195",66533.6904353063
"5196",-8575.98674258807
"5197",-13586.2851930964
"5198",-26590.7612920032
"5199",-25566.3336021625
"5200",35023.8769999217
"5201",7964.52348110001
"5202",10094.4199669461
"5203",9219.62565772594
"5204",33919.7284312214
"5205",-25634.9530188888
"5206",-11498.0254829939
"5207",-24028.9741294203
"5208",3953.96638191819
"5209",7344.49717253309
"5210",20702.3591666076
"5211",-2041.152131927
"5212",-12591.8727110716
"5213",-10075.4318638132
"5214",16238.026839234
"5215",10053.8786613778
"5216",58185.5639644663
"5217",-17671.6770717275
"5218",-45180.5201554717
"5219",36172.5804419445
"5220",-8462.05398549823
"5221",2772.5322652569
"5222",-2703.51257916307
"5223",-42970.4596717359
"5224",-7847.59579508823
"5225",6034.02329352492
"5226",-65932.1500264259
"5227",-75329.6457222793
"5228",-55974.913833894
"5229",-20002.4125740328
"5230",-50.6939087405063
"5231",40129.3849425551
"5232",73248.1190167636
"5233",-14248.3175823826
"5234",49164.9464850123
"5235",14218.1409633278
"5236",17625.3412153058
"5237",8481.22269172844
"5238",80234.7356177462
"5239",-58581.8555197926
"5240",48401.7397390265
"5241",-12263.3848904947
"5242",41677.881077337
"5243",29832.6001286843
"5244",-943.22659770629
"5245",41651.034581337
"5246",-48973.9749783908
"5247",-18683.7706660342
"5248",5597.85089842722
"5249",-29781.8505891894
"5250",54758.0177809215
"5251",41656.3738065222
"5252",-2908.96659413881
"5253",91199.4469807193
"5254",-32835.5868559527
"5255",-39352.0295418344
"5256",16511.0598473981
"5257",-11510.6654187926
"5258",-30963.8653545849
"5259",-29550.6584896187
"5260",22871.4123610663
"5261",-8074.63991816976
"5262",-17926.2408177468
"5263",20206.9571815978
"5264",66078.2661170225
"5265",-46277.7100514486
"5266",3067.71510801687
"5267",13950.1505748161
"5268",20895.0582561901
"5269",-50914.7037127898
"5270",40897.3705743102
"5271",24188.936844196
"5272",-5124.91340741018
"5273",24703.8842954641
"5274",-15800.4897021752
"5275",5918.43031077114
"5276",-7558.36221578799
"5277",9135.80652983157
"5278",-12670.443732281
"5279",-14844.9883260521
"5280",-31602.524597568
"5281",5044.65241969902
"5282",42092.5450573882
"5283",21265.9984473773
"5284",34709.8758063672
"5285",17877.1770500434
"5286",71290.777170054
"5287",711.788944063522
"5288",-32101.7321335686
"5289",3393.43897512008
"5290",33705.9083988022
"5291",30751.6293843095
"5292",33744.8208251272
"5293",44668.8770512218
"5294",-13120.1887275615
"5295",25091.6518283649
"5296",-32152.6571194252
"5297",-9586.70697236767
"5298",-15074.4019048931
"5299",88966.8133958405
"5300",27531.2622822313
"5301",-11088.3336305918
"5302",38258.9560603703
"5303",5168.92768197537
"5304",-33227.8405859909
"5305",-42895.9712142101
"5306",-16760.8634404248
"5307",19310.7805158044
"5308",25407.8041740587
"5309",3222.49892867399
"5310",12044.1233907463
"5311",-11437.4102504996
"5312",37879.8699381227
"5313",54255.3548877358
"5314",4369.50883756284
"5315",84676.2282460545
"5316",56076.9710914973
"5317",29094.4161157376
"5318",-5260.70023037418
"5319",17941.9722664835
"5320",-51828.1948331487
"5321",-46217.3682057274
"5322",100229.870427288
"5323",1849.60696848678
"5324",-94392.6528738011
"5325",-1034.25635160037
"5326",17736.6632456619
"5327",14664.6292531675
"5328",-16726.5852718634
"5329",-18588.8253112614
"5330",37119.7142262757
"5331",-37015.7433224616
"5332",-48069.4173244218
"5333",29127.2492282588
"5334",-16943.5914340322
"5335",13900.5570878831
"5336",-22352.0027335798
"5337",-28530.3869882528
"5338",-42478.2026653672
"5339",-47301.3338162376
"5340",70497.9867891148
"5341",44942.4634719169
"5342",-71154.1379800315
"5343",22093.2715960951
"5344",-45252.9746552443
"5345",-10001.1821599499
"5346",25880.9811719587
"5347",-418.209244315869
"5348",97858.1679029632
"5349",62452.1278927286
"5350",27738.7957513257
"5351",-25121.4276956702
"5352",35111.9055997133
"5353",74714.8851376999
"5354",21225.2235640107
"5355",42494.1874930306
"5356",-32391.3456565099
"5357",13888.4450723172
"5358",-1.45685978255962
"5359",-27826.7871163652
"5360",106245.013828352
"5361",-50035.6165499932
"5362",-31219.2939884802
"5363",-56775.069815933
"5364",-5464.55488240247
"5365",7741.56802682918
"5366",65446.6787478054
"5367",76326.956597976
"5368",-42789.0933476612
"5369",-1183.79728494532
"5370",22956.1019195768
"5371",63515.7276156529
"5372",66104.2094486093
"5373",-16023.846092669
"5374",23804.413534296
"5375",26960.5052593313
"5376",12594.6477453968
"5377",27933.4241686172
"5378",62278.8794695358
"5379",18108.5941798083
"5380",17610.3748523963
"5381",19359.3046415668
"5382",5586.17507217177
"5383",-65650.0349688501
"5384",-15493.8620723635
"5385",-8495.52734588512
"5386",-68848.6864010036
"5387",35886.6865979721
"5388",80682.4055522236
"5389",-19240.2902288616
"5390",42746.3916371776
"5391",4478.84693573834
"5392",53758.9263387497
"5393",-11109.3912543562
"5394",30026.7515308454
"5395",11307.2560097005
"5396",-8422.58559817617
"5397",-9440.99964075754
"5398",41937.8743088322
"5399",584.332207424749
"5400",-61116.1334855354
"5401",50342.6840025322
"5402",94842.0945652869
"5403",-22002.1165760761
"5404",-42111.7730128816
"5405",61223.1946060933
"5406",34076.8056990246
"5407",-13636.5054980651
"5408",17258.4445628022
"5409",11225.3588865347
"5410",40637.9485690244
"5411",-3985.04370923304
"5412",27327.9532128574
"5413",-662.245108512717
"5414",34750.9719900287
"5415",36402.6547597528
"5416",-36176.8459146383
"5417",-51917.8910548232
"5418",3571.58717764881
"5419",46770.1128388505
"5420",-12976.9107035281
"5421",-29473.0099894026
"5422",42209.9433745967
"5423",-35932.0029676344
"5424",6103.24760761697
"5425",-52006.3225134671
"5426",-37567.8436539599
"5427",15495.6898760071
"5428",-16590.8681677959
"5429",-22959.5528525435
"5430",-19552.2701410539
"5431",31857.252476996
"5432",30864.0148391351
"5433",-21798.9060885553
"5434",-16817.7055580563
"5435",-16149.2692688912
"5436",-35343.5824268735
"5437",-28156.6541525565
"5438",3008.88134684776
"5439",42847.1634593716
"5440",62165.6087722084
"5441",89278.4749521888
"5442",50572.4170042723
"5443",93397.5740427019
"5444",-43006.5992763545
"5445",-23818.5921125285
"5446",-37417.2326952845
"5447",-44832.9556311856
"5448",-44911.8524167838
"5449",58954.1353920429
"5450",52042.9606142276
"5451",-23045.8075061834
"5452",-98578.1113950132
"5453",46181.0133097213
"5454",43442.1314040217
"5455",32041.8212300546
"5456",-19174.0436034967
"5457",46211.6806720948
"5458",1116.82565101335
"5459",-872.075203438957
"5460",42671.9680883497
"5461",-25334.1988443036
"5462",-45874.3164685386
"5463",34285.8713589949
"5464",57357.9982660098
"5465",-31565.7227036223
"5466",-103835.793968
"5467",-2515.84223473167
"5468",-21391.9644859511
"5469",79368.9357611255
"5470",49182.2465313999
"5471",-1212.10264740254
"5472",-25441.736425286
"5473",-36313.9557255267
"5474",310.825770227334
"5475",34082.5063024195
"5476",3270.95535340364
"5477",30733.5505640309
"5478",-56204.9025500992
"5479",-56729.6932000403
"5480",7409.01589868798
"5481",-31951.387578094
"5482",50003.4348541611
"5483",-23793.788255066
"5484",14361.9207992203
"5485",-6034.04608297996
"5486",42408.0340895069
"5487",-11518.05846868
"5488",2741.2674409286
"5489",-34560.0155012639
"5490",50856.4814713534
"5491",14158.2544930283
"5492",-31648.5589212367
"5493",1978.86442531089
"5494",55191.3481268864
"5495",-6303.56993952199
"5496",-18597.1981075869
"5497",-8709.26852776311
"5498",49025.9496922845
"5499",-54256.6303384523
"5500",21215.625335252
"5501",-45211.5171913821
"5502",-26671.5036492793
"5503",20437.1388829016
"5504",-58057.0791112079
"5505",16201.0436857913
"5506",9730.83816889916
"5507",6920.69753818238
"5508",48826.893145773
"5509",22410.0512060271
"5510",67442.4687722626
"5511",-28183.8199298824
"5512",16137.5306042291
"5513",62088.35152925
"5514",7787.75925666483
"5515",-47706.8501459058
"5516",-34655.40101624
"5517",22604.6050092125
"5518",53615.767216496
"5519",55461.5358618036
"5520",-7215.79933446538
"5521",71872.8468744315
"5522",8963.9724680319
"5523",-96825.3922404253
"5524",10785.5682641884
"5525",-18640.2804806952
"5526",-620.92195882809
"5527",-18253.2739148929
"5528",-21366.9441907117
"5529",60836.426694143
"5530",-42509.1890091983
"5531",28202.9334616649
"5532",7157.44150252554
"5533",71532.1475224711
"5534",4350.39908085914
"5535",43202.4331069144
"5536",9510.24617109429
"5537",17459.6749837494
"5538",-46326.2507358434
"5539",10917.9047711086
"5540",33360.9977371324
"5541",-45639.4621587651
"5542",120.521706303979
"5543",-20316.8634302139
"5544",-28243.6281555449
"5545",4483.52593358696
"5546",1750.94169657495
"5547",-91273.3002447373
"5548",-11229.0868785307
"5549",-17866.3946720416
"5550",-78741.2773165573
"5551",12878.1793000691
"5552",2274.61187460833
"5553",13964.7851351717
"5554",-373.972412207804
"5555",34823.102954498
"5556",19514.2987103605
"5557",17133.8037135456
"5558",30029.5316740396
"5559",-5176.23110804793
"5560",-19881.3898564583
"5561",36598.5956636514
"5562",47734.6800844912
"5563",-24256.3296911658
"5564",-67576.6103918357
"5565",49257.9621110153
"5566",-51193.5995968129
"5567",-8056.66042218528
"5568",-21549.1568609768
"5569",21943.9352774355
"5570",-14317.5622157085
"5571",-56464.3812511892
"5572",-1245.25247417366
"5573",-56324.4734911942
"5574",18005.6534620484
"5575",-52351.2105266435
"5576",32870.0352692734
"5577",-30102.889758689
"5578",4960.04172257867
"5579",-50158.0884708827
"5580",-10494.3494966099
"5581",71816.1359046951
"5582",19195.1728700633
"5583",-1760.40067285854
"5584",7048.56164189389
"5585",42555.3312640915
"5586",-30749.7970587389
"5587",48915.1499822716
"5588",-48972.2125616814
"5589",30140.0305824533
"5590",40099.2838065975
"5591",-8914.56191571719
"5592",29380.5323591579
"5593",26012.5212813877
"5594",-12630.5341716654
"5595",-68177.8469729246
"5596",68246.4789353828
"5597",19522.8312165471
"5598",28469.5381369587
"5599",-17080.858145293
"5600",54181.3647597506
"5601",28111.8543666561
"5602",74476.74315098
"5603",-1870.50994690834
"5604",36176.9753875463
"5605",1032.45087883513
"5606",2834.61818284026
"5607",-6299.33891867331
"5608",-6217.16217403306
"5609",45078.7185774514
"5610",-11023.8491237913
"5611",-59232.0099157263
"5612",-41010.2029769971
"5613",-6687.14130784287
"5614",-12045.1121331122
"5615",53837.6843733954
"5616",24399.7531324913
"5617",-33925.6905728971
"5618",-11629.3706672353
"5619",25727.7500997523
"5620",29001.806293402
"5621",4869.944246525
"5622",-17604.2474467635
"5623",-15188.2388199316
"5624",-10094.1476630055
"5625",41925.6218730282
"5626",54408.4737825613
"5627",-8789.91976150993
"5628",25865.4835963157
"5629",15915.7377072011
"5630",68789.1044985611
"5631",-31807.2126283731
"5632",18706.2570482122
"5633",98592.8314858452
"5634",-48868.7633627702
"5635",-11660.1202522434
"5636",65887.3324030399
"5637",41537.3138704264
"5638",211.48607575439
"5639",-45819.1638859494
"5640",-40609.2203011478
"5641",-6708.39086014408
"5642",-27348.0864151145
"5643",24099.7671520412
"5644",20480.879848852
"5645",46396.5304754316
"5646",39992.5665620581
"5647",-1648.52171862324
"5648",-36986.7978532714
"5649",-11491.5039463284
"5650",-24634.964270939
"5651",28320.8227317102
"5652",-55291.0271291463
"5653",-36358.7144581527
"5654",25336.2023384187
"5655",-46654.5178713358
"5656",-25427.2728480627
"5657",-30805.3843686931
"5658",-6585.93892635925
"5659",-10308.0464007987
"5660",-38340.0704860779
"5661",-6707.20187623725
"5662",29593.5524126735
"5663",18447.8030124249
"5664",30463.1399803067
"5665",25335.9875439728
"5666",20052.3972802668
"5667",-17059.3214729103
"5668",61427.5655297847
"5669",8390.81963557898
"5670",22082.4314575748
"5671",-14277.2275157066
"5672",110872.213445768
"5673",14375.5799970402
"5674",25473.4429918381
"5675",27354.4981872876
"5676",-27530.8644980238
"5677",-25275.8097662992
"5678",-120.731903983377
"5679",43831.3231549077
"5680",-28433.569885219
"5681",65634.6279141528
"5682",-20227.5695127373
"5683",-2724.4286669681
"5684",45866.3098699121
"5685",-75838.8390834325
"5686",4945.38181001903
"5687",89081.9187777518
"5688",33187.0957260592
"5689",15643.6211638939
"5690",-13012.0960648929
"5691",-23193.8293483281
"5692",-58311.2258512071
"5693",15593.107783372
"5694",-18390.9442714789
"5695",-50171.5157396201
"5696",16179.9400375691
"5697",-23000.6762800251
"5698",15010.3843597731
"5699",19329.8574310067
"5700",56937.8607072398
"5701",10633.4539026413
"5702",1402.50706979657
"5703",13110.326755126
"5704",-6684.67302529692
"5705",59983.9912551743
"5706",40624.1317896068
"5707",58642.8210824828
"5708",-5688.00253839269
"5709",-4521.2750658481
"5710",-3520.71615110959
"5711",21271.8335272867
"5712",-19046.7968706242
"5713",34891.2773707387
"5714",-3405.19082144675
"5715",-26747.5364401979
"5716",-4265.61447733544
"5717",45204.9777261004
"5718",-24241.5131040579
"5719",-13905.4367649509
"5720",-17357.3983398828
"5721",-4771.48646964713
"5722",39500.4189357998
"5723",-32800.8293708225
"5724",11448.4762085588
"5725",-3928.07599885633
"5726",15719.2939139393
"5727",-40947.6771898277
"5728",24579.6075232016
"5729",82255.1926411244
"5730",-28856.1839722439
"5731",-57077.6722991135
"5732",33656.5968449611
"5733",-19848.1348390182
"5734",-13407.1239406167
"5735",-51344.1776972025
"5736",33001.8299554008
"5737",17978.1699205344
"5738",4955.31123759765
"5739",-26345.5672901767
"5740",6374.16076195826
"5741",30949.766420898
"5742",4440.39358718808
"5743",37010.179790882
"5744",-32027.057189031
"5745",-35939.3728912241
"5746",-26201.4940444189
"5747",-781.044637677517
"5748",-61185.9219764569
"5749",-8372.56194934691
"5750",-17152.6989606417
"5751",-22304.4704850975
"5752",-11705.9060971319
"5753",-60576.7062544567
"5754",70880.8875900735
"5755",-76385.7858933906
"5756",-68478.8116914855
"5757",23136.6781442103
"5758",52597.2746926402
"5759",-27633.0723969821
"5760",1479.9500424155
"5761",-28831.3112003797
"5762",-43047.3580363496
"5763",-11208.9317550588
"5764",32383.8622762864
"5765",59778.6249302578
"5766",73013.257978369
"5767",47598.3740725525
"5768",-10783.9599021089
"5769",36702.386608526
"5770",-22211.5124632165
"5771",-19046.0850149239
"5772",31079.9751231356
"5773",6196.84118589148
"5774",28681.3169480957
"5775",34773.2479970701
"5776",-4954.09012683142
"5777",-6802.02782836302
"5778",48058.9671447198
"5779",-46837.0207899557
"5780",-98396.5213369964
"5781",-63732.7928707584
"5782",10450.1513919301
"5783",-33204.2372510094
"5784",20501.6707240818
"5785",38056.542386594
"5786",14921.5620695367
"5787",-10571.6807882995
"5788",54793.1912559195
"5789",19547.6241850369
"5790",-31472.9260428161
"5791",32778.3379793478
"5792",-25187.9544420403
"5793",31333.3508292678
"5794",7274.80742299772
"5795",-35327.2903984141
"5796",-3450.12787106063
"5797",28753.1446621739
"5798",-41305.1396833986
"5799",-16438.5917443388
"5800",24413.6193984241
"5801",-18866.3258912381
"5802",-6010.77031270524
"5803",-43554.6990126383
"5804",-61397.2354274107
"5805",21484.1368499635
"5806",28163.2000006533
"5807",59785.7521074434
"5808",45301.7317634561
"5809",3996.97898785102
"5810",37866.401903003
"5811",40037.5497875036
"5812",34692.1566145431
"5813",-3408.37485487112
"5814",37390.649555575
"5815",1268.72717155543
"5816",11623.7929045288
"5817",31473.6907658156
"5818",19958.3477612459
"5819",25929.0045852158
"5820",-28717.7884039341
"5821",93354.0403364661
"5822",-22833.026142687
"5823",-28735.1311852081
"5824",-46309.1247218989
"5825",-15941.4035380157
"5826",97615.5434047261
"5827",24576.5061249814
"5828",-76517.2294878556
"5829",16019.9249111283
"5830",29808.2138853067
"5831",-55587.580970787
"5832",1522.07419442559
"5833",-39500.9325169012
"5834",73914.7134219564
"5835",11306.7540459752
"5836",19705.7391195527
"5837",-22297.2195178176
"5838",-6801.51858046676
"5839",815.987354847434
"5840",8113.80931051879
"5841",-14295.1385823722
"5842",12064.1178866432
"5843",-6127.37008141009
"5844",-24669.3135672766
"5845",5932.3885700693
"5846",66310.4882759547
"5847",21790.5460356646
"5848",-18754.5398697562
"5849",-26794.3502255257
"5850",-11182.5725348419
"5851",-7954.62161476877
"5852",46976.0619602399
"5853",12585.957999212
"5854",-47777.0299353021
"5855",20167.1748572547
"5856",82059.2176735984
"5857",37539.7024337904
"5858",-28218.0412325183
"5859",-29279.1095042042
"5860",-13797.966411075
"5861",-23099.3147726768
"5862",7234.45025725617
"5863",-31853.2577039513
"5864",-2793.03866258981
"5865",-17862.3182013875
"5866",32985.0465697923
"5867",-38383.9483475821
"5868",27986.1757056019
"5869",107268.829794075
"5870",16595.1845713031
"5871",5995.78052938188
"5872",14335.6332741651
"5873",15686.7136238752
"5874",-47433.6651109691
"5875",-28869.3933897726
"5876",42252.3803605329
"5877",7407.55430286606
"5878",-13295.9406015557
"5879",32060.0457273767
"5880",21042.6997026504
"5881",14907.4855880339
"5882",-2618.08059429905
"5883",-9941.77049400092
"5884",4602.09851903236
"5885",-63446.8785340344
"5886",12865.4886247395
"5887",-3535.46487313676
"5888",-1484.13703732854
"5889",5996.84499662197
"5890",-44382.303442604
"5891",23598.041311127
"5892",42183.0783757464
"5893",-3779.86983248236
"5894",-33986.9993230296
"5895",-2593.76729820986
"5896",-38245.1567456617
"5897",-27968.8808958884
"5898",-30370.3646735284
"5899",-23686.4647705805
"5900",-51289.3223177348
"5901",-28477.3412476624
"5902",41463.2090478077
"5903",-58566.4404450184
"5904",10626.004729437
"5905",44447.9115931999
"5906",63235.3970811173
"5907",-71343.7337584385
"5908",-9072.86811337174
"5909",42026.6349268529
"5910",10769.3153508988
"5911",-29376.4411896332
"5912",34739.5159162517
"5913",-15897.5215988968
"5914",18324.4626218499
"5915",83082.887846217
"5916",-39542.8571736399
"5917",-35076.0965708798
"5918",26656.2675906826
"5919",-2978.72693202196
"5920",5669.32840205767
"5921",58088.0012703526
"5922",-32466.0043785824
"5923",-46868.9779225048
"5924",4836.57283623577
"5925",3588.32792743594
"5926",-4268.61601572389
"5927",-15377.5256202043
"5928",39783.5472036198
"5929",-9969.00141283984
"5930",-14685.2180500088
"5931",59257.2468879352
"5932",37770.4867912199
"5933",55794.5944329662
"5934",22780.5639926674
"5935",-36489.3927318886
"5936",-20729.9042893202
"5937",32348.2589457215
"5938",-17341.7857353526
"5939",12460.5745911869
"5940",42934.3379422888
"5941",-23982.1489674388
"5942",-19960.7126699706
"5943",3849.33889955129
"5944",-61496.3240769728
"5945",9359.64579745504
"5946",52468.6064067617
"5947",-38711.7826950496
"5948",-15563.8260245604
"5949",7549.07352781556
"5950",-7263.71902690681
"5951",-8781.10958640284
"5952",23919.5074591585
"5953",-10150.9712055315
"5954",-13971.3574676066
"5955",21585.9831549333
"5956",-33023.094557603
"5957",63088.7293731337
"5958",-17129.5746331874
