"","importance","x_names"
"1277",-240499.270598973,"AUNIP..79000."
"4944",-240495.950930141,"FAIM2..23017."
"7074",-240410.926816955,"IL1B..3553."
"583",-240402.695975223,"ALPL..249."
"13352",-240378.78499252,"SKP2..6502."
"5243",-240374.689731988,"FBXO42..54455."
"4370",-240294.967791976,"DYNC2H1..79659."
"2137",-240284.007474062,"CARD16..114769."
"14034",-240280.454169103,"SPATA13..221178."
"6122",-240271.704322934,"GPR160..26996."
"822",-240221.903456181,"APOBEC3D..140564."
"8109",-240144.274563799,"LGR5..8549."
"5517",-240132.047343578,"FPR3..2359."
"14876",-240120.818164462,"TEX261..113419."
"8352",-240105.980498236,"LRRC8D..55144."
"4607",-240100.335943763,"ELOB..6923."
"15827",-240098.97857495,"TTBK2..146057."
"6637",-240052.598274319,"HLA.F..3134."
"8579",-240038.407678056,"MAP3K1..4214."
"10543",-240015.995218287,"PCDH18..54510."
"3241",-240009.595586829,"COL4A6..1288."
"4956",-239889.823920635,"FAM111B..374393."
"13336",-239846.022663367,"SIX3..6496."
"6865",-239844.834306842,"HTR3C..170572."
"10796",-239771.380023963,"PGAM1..5223."
"5915",-239738.862620492,"GLI3..2737."
"9697",-239713.811747711,"NEK2..4751."
"16138",-239677.445636329,"UNG..7374."
"2642",-239666.641797509,"CDKN1C..1028."
"5378",-239504.866392705,"FIGN..55137."
"13374",-239487.155271367,"SLC12A4..6560."
"10162",-239474.918578517,"NUP85..79902."
"3994",-239395.361245035,"DGUOK..1716."
"16607",-239382.874139332,"YAE1..57002."
"13114",-239343.068817935,"SERPINC1..462."
"4483",-239278.7834203,"EFHD2..79180."
"11450",-239277.163523553,"PRAF2..11230."
"6151",-239249.422031565,"GPR45..11250."
"14631",-239220.830201961,"TARDBP..23435."
"11336",-239213.184790051,"PPIC..5480."
"481",-239108.105480583,"AKAP1..8165."
"2805",-239100.816859736,"CFAP73..387885."
"7118",-239085.188481545,"IL5..3567."
"2992",-239055.607893653,"CLCN4..1183."
"201",-239050.838830186,"ACTA2..59."
"5154",-238859.886697863,"FANCB..2187."
"15211",-238858.948790618,"TMEM18..129787."
"4035",-238832.153825859,"DIAPH2..1730."
"1563",-238770.024107611,"BPTF..2186."
"11443",-238748.404662812,"PQBP1..10084."
"4662",-238724.965809097,"ENDOV..284131."
"5398",-238615.395497114,"FKBP6..8468."
"17084",-238528.259075575,"ZNF500..26048."
"13509",-238526.00596305,"SLC26A2..1836."
"8645",-238503.581214406,"MAS1..4142."
"2109",-238477.779088236,"CAPG..822."
"1647",-238442.793858244,"BUD31..8896."
"8454",-238435.140940627,"LYRM4..57128."
"14514",-238259.901626238,"SYNDIG1L..646658."
"15065",-238231.928210034,"TLN1..7094."
"9771",-238230.157303356,"NFYB..4801."
"4882",-238220.751716617,"EXOSC4..54512."
"8413",-238194.836985005,"LUC7L..55692."
"3821",-238151.722289292,"DCHS2..54798."
"6438",-238135.960079589,"HCST..10870."
"7471",-238110.599989721,"KCNG4..93107."
"6743",-238096.685705029,"HOXD11..3237."
"10397",-238074.235893137,"PABPC5..140886."
"2811",-237943.313719155,"CFDP1..10428."
"6058",-237942.83336259,"GPANK1..7918."
"7532",-237935.37379591,"KCNT2..343450."
"4211",-237924.108943794,"DOCK6..57572."
"6061",-237794.720234585,"GPAT4..137964."
"3057",-237775.286823817,"CLINT1..9685."
"16986",-237678.493549197,"ZNF326..284695."
"738",-237624.898970494,"ANTXR2..118429."
"10629",-237599.085444314,"PCSK1N..27344."
"9743",-237569.105903728,"NFATC1..4772."
"2607",-237475.30256444,"CDIPT..10423."
"11532",-237354.123229326,"PRKG2..5593."
"16861",-237293.663478671,"ZMYND19..116225."
"8394",-237274.059302397,"LSP1..4046."
"6307",-237210.122999671,"GTF2I..2969."
"11185",-237206.748315252,"PNLIPRP1..5407."
"8097",-237134.656653474,"LGALS3..3958."
"1558",-237098.40174611,"BPIFB3..359710."
"6241",-237086.124827865,"GRK7..131890."
"2825",-237005.592785374,"CGN..57530."
"14068",-236979.735927236,"SPC25..57405."
"10321",-236952.647239738,"OSTC..58505."
"10296",-236858.08764919,"ORMDL3..94103."
"1935",-236849.005958577,"C6orf223..221416."
"12340",-236815.155499324,"RHBDL3..162494."
"9492",-236809.564677734,"NAA50..80218."
"9924",-236761.535187815,"NOS1..4842."
"213",-236750.278279647,"ACTL9..284382."
"11798",-236738.125879155,"PTPN11..5781."
"11044",-236735.777155572,"PLAGL1..5325."
"286",-236718.974580261,"ADAMTSL3..57188."
"7548",-236712.534356014,"KCTD20..222658."
"11296",-236668.566068149,"POU1F1..5449."
"9661",-236613.075815575,"NDUFS1..4719."
"2787",-236593.477467749,"CFAP221..200373."
"7861",-236557.480511957,"KRT72..140807."
"11013",-236535.035150955,"PKP1..5317."
"6771",-236494.913548853,"HRAS..3265."
"2257",-236427.133135077,"CCDC134..79879."
"15759",-236350.502592268,"TSC22D1..8848."
"11139",-236342.724576596,"PLPPR5..163404."
"2084",-236331.946456856,"CAMK1G..57172."
"3588",-236257.419878158,"CTSL..1514."
"13574",-236148.569962254,"SLC35D2..11046."
"8770",-236147.496684329,"MED18..54797."
"15253",-236145.682696151,"TMEM222..84065."
"2101",-236103.611780551,"CAMTA1..23261."
"9951",-236073.139486478,"NPAT..4863."
"13038",-236029.92982276,"SELENOM..140606."
"5114",-235958.432076469,"FAM69B..138311."
"6024",-235954.709470521,"GOLGA2..2801."
"8642",-235868.583800273,"MARS2..92935."
"8754",-235836.635248268,"MEA1..4201."
"137",-235735.919282988,"ACBD6..84320."
"10846",-235700.607138236,"PHF13..148479."
"16796",-235687.073779773,"ZFP41..286128."
"5175",-235609.738532691,"FASN..2194."
"13054",-235576.522087536,"SEMA3F..6405."
"13361",-235571.497957905,"SLBP..7884."
"9475",-235526.482358033,"MZT1..440145."
"7375",-235470.85926149,"JAKMIP3..282973."
"495",-235394.610165303,"AKAP8L..26993."
"13384",-235370.670486582,"SLC13A5..284111."
"7902",-235329.309956161,"KRTAP19.7..337974."
"7772",-235281.240899027,"KLK3..354."
"4834",-235234.782551903,"ETNPPL..64850."
"1116",-235200.854321003,"ASTL..431705."
"4453",-235162.598758769,"EEF1AKMT2..399818."
"13687",-235152.621273237,"SLC6A4..6532."
"12200",-235143.27687729,"RCL1..10171."
"9748",-235101.06135184,"NFE2..4778."
"7519",-235086.828746134,"KCNN2..3781."
"10203",-235075.098982226,"OAZ1..4946."
"3873",-235013.810014946,"DDX10..1662."
"4101",-234983.274477431,"DMP1..1758."
"567",-234959.919704819,"ALKBH7..84266."
"5000",-234947.791029829,"FAM161B..145483."
"1515",-234938.490380389,"BMP2..650."
"13763",-234867.703334669,"SLURP2..432355."
"1130",-234807.446396256,"ATCAY..85300."
"14205",-234595.109690669,"SRPK2..6733."
"16348",-234562.707882436,"VPS37D..155382."
"16946",-234559.00224395,"ZNF256..10172."
"9294",-234398.164499663,"MTG2..26164."
"13370",-234384.644549818,"SLC11A2..4891."
"12925",-234380.442254541,"SCLY..51540."
"1328",-234361.87131403,"B4GALT1..2683."
"16672",-234317.714226817,"ZBTB12..221527."
"14204",-234278.268453449,"SRPK1..6732."
"352",-234103.387162306,"ADIPOR1..51094."
"1422",-234071.933717217,"BCL6..604."
"2593",-234070.777666858,"CDH26..60437."
"16070",-234048.595926791,"UCKL1..54963."
"155",-234014.319790741,"ACO1..48."
"2606",-233994.333753926,"CDIP1..29965."
"16379",-233879.853072688,"VSTM5..387804."
"7485",-233858.67140024,"KCNJ10..3766."
"8983",-233714.995606113,"MLPH..79083."
"14481",-233684.493575117,"SUZ12..23512."
"16595",-233669.667673663,"XRCC2..7516."
"5350",-233629.736830824,"FGFBP3..143282."
"9678",-233597.788920348,"NECAP2..55707."
"1493",-233562.367611488,"BIRC8..112401."
"16711",-233559.856435105,"ZC2HC1A..51101."
"12163",-233541.750978774,"RBM5..10181."
"16059",-233538.193246059,"UBXN11..91544."
"10548",-233425.25809457,"PCDH9..5101."
"4864",-233391.945338639,"EXO5..64789."
"9361",-233373.463490251,"MVD..4597."
"12088",-233212.055396557,"RASGEF1C..255426."
"11876",-233051.903335305,"PYGB..5834."
"355",-233013.285935616,"ADK..132."
"15514",-232976.92221471,"TOR3A..64222."
"15393",-232917.047201924,"TMTC1..83857."
"16880",-232785.527356017,"ZNF138..7697."
"7809",-232740.082093278,"KPNA2..3838."
"16477",-232724.967517665,"WDR81..124997."
"452",-232716.49666388,"AHSG..197."
"6782",-232656.040086121,"HRK..8739."
"6353",-232581.897157715,"GZMK..3003."
"9713",-232563.917936816,"NEMP2..100131211."
"5531",-232520.014057442,"FRMD4B..23150."
"10517",-232492.077923166,"PBDC1..51260."
"3626",-232487.130287847,"CXADR..1525."
"14045",-232437.495406418,"SPATA2L..124044."
"2980",-232324.640165996,"CKS2..1164."
"10518",-232297.759909204,"PBK..55872."
"2670",-232103.612733153,"CEACAM16..388551."
"775",-232100.5318411,"AP3M2..10947."
"7566",-232025.695949784,"KDM2B..84678."
"15563",-232021.860661767,"TPRN..286262."
"9134",-231989.921690663,"MROH9..80133."
"10408",-231883.145383267,"PADI2..11240."
"7368",-231849.126794116,"JAG2..3714."
"1401",-231788.42148547,"BCAT1..586."
"1243",-231760.664255941,"ATP6V1G2..534."
"2650",-231741.990486612,"CDNF..441549."
"3869",-231716.32665685,"DDR1..780."
"10617",-231682.684963452,"PCNA..5111."
"12066",-231666.739432287,"RAPGEFL1..51195."
"8933",-231552.306735244,"MIF4GD..57409."
"11286",-231524.135301576,"POP7..10248."
"4858",-231513.817671378,"EVX2..344191."
"12178",-231457.616596015,"RBP4..5950."
"7883",-231442.88182987,"KRTAP10.8..386681."
"3416",-231293.743465744,"CREB3L4..148327."
"334",-231236.994110441,"ADGRG5..221188."
"17047",-231234.836946331,"ZNF438..220929."
"17266",-231213.352925514,"ZNF768..79724."
"4407",-231085.13030955,"EBI3..10148."
"10652",-231077.521491557,"PDCD6IP..10015."
"5580",-231052.230062753,"FUT10..84750."
"9886",-230992.616158988,"NMU..10874."
"9802",-230987.666106844,"NIPA2..81614."
"7918",-230882.709323363,"KRTAP3.3..85293."
"4417",-230862.052680404,"ECHDC1..55862."
"14645",-230831.71955364,"TAS2R20..259295."
"906",-230820.936371578,"ARHGAP27..201176."
"15973",-230793.033534965,"UBA1..7317."
"15707",-230783.628242162,"TRMT10B..158234."
"10839",-230758.641385352,"PHETA1..144717."
"9421",-230753.415589886,"MYL9..10398."
"9837",-230719.028133273,"NKX6.1..4825."
"15458",-230716.387858795,"TNNI1..7135."
"7097",-230692.779216571,"IL26..55801."
"16395",-230660.700505565,"VWC2..375567."
"7276",-230627.926982479,"IRX3..79191."
"16749",-230548.852935316,"ZDHHC11..79844."
"9565",-230473.330189505,"NCAM2..4685."
"11445",-230421.93871322,"PQLC2..54896."
"14150",-230409.446941397,"SPRY3..10251."
"16440",-230379.116038415,"WDR31..114987."
"12051",-230306.916549158,"RANGRF..29098."
"14516",-230299.619518319,"SYNE2..23224."
"8897",-230213.439893564,"MGAT5B..146664."
"5765",-230159.947188819,"GCLM..2730."
"8267",-230052.086027841,"LRIG2..9860."
"13103",-229939.670234759,"SERPINB10..5273."
"16663",-229926.624520519,"ZBED4..9889."
"11540",-229922.786372302,"PRLR..5618."
"4210",-229810.011601562,"DOCK5..80005."
"7502",-229570.90208609,"KCNK15..60598."
"5619",-229500.234440385,"G3BP1..10146."
"10499",-229484.008515915,"PATE4..399968."
"2926",-229382.144444535,"CHST15..51363."
"6034",-229315.239141214,"GOLPH3L..55204."
"11800",-229276.288955583,"PTPN13..5783."
"9582",-229275.8015791,"NCK1..4690."
"12105",-229263.374718868,"RASSF5..83593."
"9040",-229251.800655046,"MOCS2..4338."
"13282",-229154.268365872,"SHROOM1..134549."
"8458",-229120.119264757,"LYSMD2..256586."
"4787",-229058.788229631,"ERLEC1..27248."
"4016",-229046.057293674,"DHTKD1..55526."
"8938",-229014.789630096,"MINDY2..54629."
"6594",-228985.390514279,"HIST1H4B..8366."
"14775",-228960.186325357,"TCHHL1..126637."
"15545",-228931.83310877,"TPI1..7167."
"8552",-228909.336796786,"MAN2B1..4125."
"13034",-228894.994517315,"SELENBP1..8991."
"16901",-228815.813593238,"ZNF182..7569."
"17160",-228814.827560144,"ZNF596..169270."
"4850",-228802.460510215,"EVI2A..2123."
"2577",-228732.845742604,"CDCP2..200008."
"3384",-228685.437916737,"CPSF6..11052."
"1449",-228637.9020486,"BEND5..79656."
"14860",-228618.969756554,"TESMIN..9633."
"197",-228601.878095504,"ACSS1..84532."
"12764",-228571.796484409,"RUNDC3A..10900."
"14383",-228557.152894253,"STRA6..64220."
"13971",-228473.397974325,"SOS2..6655."
"4539",-228470.171489095,"EIF2S1..1965."
"15058",-228448.540533739,"TLE3..7090."
"5753",-228387.970635486,"GCAT..23464."
"9284",-228296.81290805,"MTERF3..51001."
"14655",-228204.283431232,"TAS2R43..259289."
"7157",-228102.096332246,"ING5..84289."
"10456",-228094.409342891,"PAPOLG..64895."
"8179",-227978.562935018,"LITAF..9516."
"10841",-227883.854340044,"PHEX..5251."
"12334",-227882.595788954,"RHBDD2..57414."
"13270",-227758.712775341,"SHISAL2B..100132916."
"6157",-227730.034351826,"GPR62..118442."
"13564",-227619.995200559,"SLC35A3..23443."
"4129",-227599.796535161,"DNAH7..56171."
"1292",-227578.286469026,"AWAT1..158833."
"7852",-227533.885190673,"KRT38..8687."
"6264",-227492.205145452,"GSDMB..55876."
"13495",-227468.469570025,"SLC25A43..203427."
"6965",-227428.013997339,"IFNE..338376."
"6927",-227412.005984229,"IDUA..3425."
"1863",-227365.779217745,"C2orf42..54980."
"16808",-227365.414422277,"ZFPM1..161882."
"17101",-227364.380863158,"ZNF526..116115."
"12461",-227311.878371298,"RNF128..79589."
"13435",-227293.25465884,"SLC22A14..9389."
"16544",-227233.159229469,"WRAP73..49856."
"10524",-227143.812338728,"PBX3..5090."
"14914",-227131.189164966,"TFIP11..24144."
"7735",-227078.29825954,"KLHL18..23276."
"6705",-226984.586037085,"HOOK1..51361."
"5527",-226936.956482331,"FRK..2444."
"5842",-226848.168224018,"GH1..2688."
"5479",-226815.992790838,"FOXE1..2304."
"15779",-226705.139158763,"TSN..7247."
"6098",-226594.195977318,"GPR108..56927."
"10068",-226530.922087539,"NSRP1..84081."
"13267",-226514.451023416,"SHISA9..729993."
"5837",-226487.37455665,"GGT5..2687."
"3221",-226478.054514526,"COL18A1..80781."
"17046",-226424.612843479,"ZNF436..80818."
"13403",-226387.112094011,"SLC16A8..23539."
"2783",-226382.391054193,"CFAP157..286207."
"4765",-226357.442639757,"ERCC4..2072."
"1505",-226311.035885945,"BLOC1S5..63915."
"12570",-226299.652886963,"RPF2..84154."
"2750",-226286.977624571,"CEP68..23177."
"2552",-226273.385573176,"CDC40..51362."
"4097",-226234.694102976,"DMC1..11144."
"13681",-226192.88355567,"SLC6A17..388662."
"10520",-226173.933560796,"PBOV1..59351."
"308",-226139.048900982,"ADCY8..114."
"2679",-226109.089758544,"CEBPA..1050."
"4168",-226074.553666899,"DNAJC30..84277."
"1783",-226051.234091674,"C1QL3..389941."
"10442",-226032.8313164,"PAM16..51025."
"2748",-226012.738474646,"CEP57L1..285753."
"6449",-225989.670935274,"HDAC9..9734."
"11485",-225949.893600052,"PRELID2..153768."
"10295",-225945.64407153,"ORMDL2..29095."
"6695",-225918.940139953,"HNRNPM..4670."
"151",-225918.732929453,"ACKR3..57007."
"14120",-225887.565775743,"SPNS1..83985."
"8034",-225874.460249461,"LCMT2..9836."
"1486",-225657.206165034,"BIN2..51411."
"7239",-225588.302117061,"IQCH..64799."
"11314",-225507.941236242,"PPA2..27068."
"773",-225466.522191219,"AP3D1..8943."
"10920",-225352.547347228,"PIGP..51227."
"4491",-225317.42951475,"EFNB2..1948."
"624",-225314.930025755,"AMZ2..51321."
"7411",-225283.844013739,"KANK3..256949."
"15427",-225149.159483668,"TNFRSF1B..7133."
"13569",-225145.951928868,"SLC35B3..51000."
"4312",-225056.699594589,"DTNB..1838."
"4055",-225044.776501616,"DISP1..84976."
"8789",-225017.311585695,"MEDAG..84935."
"1466",-224903.947838269,"BGLAP..632."
"6123",-224795.98959114,"GPR161..23432."
"12373",-224768.891992495,"RICTOR..253260."
"15650",-224746.614645839,"TRIM32..22954."
"6288",-224665.464013656,"GSTO1..9446."
"15519",-224622.296256722,"TOX4..9878."
"5359",-224589.811148238,"FGGY..55277."
"116",-224574.807485542,"ACAA2..10449."
"10222",-224574.268583371,"ODF2..4957."
"16065",-224572.299805311,"UCHL1..7345."
"16116",-224542.338908606,"ULK4..54986."
"11154",-224405.514080998,"PLXNA3..55558."
"3565",-224355.708777017,"CTNNA2..1496."
"869",-224287.42510801,"ARC..23237."
"12294",-224251.983197881,"RFX5..5993."
"10487",-224237.168536379,"PARP6..56965."
"6754",-224134.368189807,"HPD..3242."
"8885",-224085.966639992,"MFSD9..84804."
"12952",-224038.022991746,"SCP2D1..140856."
"5089",-223990.340375705,"FAM24A..118670."
"8186",-223955.024476196,"LLPH..84298."
"10324",-223892.714301232,"OSTN..344901."
"16191",-223887.115295965,"USP19..10869."
"4133",-223843.795952123,"DNAJA1..3301."
"5714",-223802.669647161,"GART..2618."
"8730",-223764.762448114,"MCRS1..10445."
"9705",-223760.935505302,"NELFA..7469."
"5235",-223758.505286384,"FBXO33..254170."
"1013",-223748.09837942,"ARMT1..79624."
"10893",-223723.739186619,"PI4K2B..55300."
"15552",-223714.833937556,"TPO..7173."
"14235",-223632.366594807,"SSBP2..23635."
"3604",-223601.508869973,"CUEDC2..79004."
"1590",-223579.941198495,"BRMS1L..84312."
"1144",-223547.895275693,"ATG12..9140."
"14579",-223520.816054377,"TACSTD2..4070."
"13853",-223492.801130488,"SMURF1..57154."
"2739",-223490.855775919,"CEP250..11190."
"5434",-223435.240688824,"FMO2..2327."
"2776",-223426.406559153,"CES5A..221223."
"14214",-223408.855617336,"SRRM2..23524."
"173",-223388.947415419,"ACP2..53."
"12639",-223327.41117636,"RPS13..6207."
"17106",-223278.567833723,"ZNF532..55205."
"9226",-223246.58609252,"MS4A3..932."
"4046",-223202.637592039,"DIRAS1..148252."
"16207",-223186.427981404,"USP34..9736."
"9807",-223099.880027935,"NIPBL..25836."
"6114",-223092.112147154,"GPR150..285601."
"8082",-223077.258138524,"LEP..3952."
"3182",-222951.358870427,"CNTN4..152330."
"15115",-222853.850328818,"TMCO3..55002."
"1578",-222853.452094271,"BRF1..2972."
"2307",-222836.198626975,"CCDC28A..25901."
"12962",-222812.317070193,"SCTR..6344."
"5848",-222805.555414284,"GHRHR..2692."
"7056",-222795.932274698,"IL16..3603."
"1972",-222711.259105162,"C9orf16..79095."
"5424",-222687.751004473,"FLVCR2..55640."
"13818",-222683.793379903,"SMIM19..114926."
"6427",-222668.222183388,"HCFC1R1..54985."
"4283",-222464.963658797,"DRG1..4733."
"16982",-222435.626868415,"ZNF320..162967."
"6255",-222411.000595403,"GRSF1..2926."
"6861",-222392.067870392,"HTR2B..3357."
"1839",-222314.438553743,"C20orf85..128602."
"5777",-222217.057674052,"GDA..9615."
"2925",-222207.332305055,"CHST14..113189."
"341",-222204.923287571,"ADGRV1..84059."
"4712",-222195.668497444,"EPG5..57724."
"9299",-222193.111291012,"MTHFR..4524."
"2247",-222082.845612704,"CCDC120..90060."
"8184",-222080.830378598,"LLGL1..3996."
"9724",-222077.857468913,"NEU4..129807."
"15227",-222030.606437643,"TMEM198..130612."
"13747",-222026.420478583,"SLIRP..81892."
"1262",-221942.598779215,"ATRNL1..26033."
"14570",-221892.163415623,"TAC3..6866."
"12507",-221867.997494376,"RNF219..79596."
"9573",-221863.87920487,"NCBP1..4686."
"4638",-221816.695200477,"EMID1..129080."
"752",-221791.191769242,"AOAH..313."
"6379",-221770.047880187,"HADH..3033."
"6216",-221736.839875675,"GRIA3..2892."
"16878",-221726.708597142,"ZNF135..7694."
"7203",-221673.728666731,"INTS2..57508."
"11649",-221629.604161109,"PRSS54..221191."
"15750",-221594.836588558,"TRPV4..59341."
"12531",-221594.773120001,"RNGTT..8732."
"14941",-221554.930488831,"TGM7..116179."
"2958",-221494.240677973,"CILP2..148113."
"14709",-221426.930549037,"TBCE..6905."
"8358",-221410.776080355,"LRRIQ1..84125."
"13737",-221308.403353957,"SLCO6A1..133482."
"2278",-221240.659795007,"CCDC160..347475."
"8384",-221132.65930225,"LSM14B..149986."
"10718",-221116.158409928,"PDS5B..23047."
"8725",-221113.733436012,"MCOLN2..255231."
"4248",-221109.301202934,"DPP4..1803."
"1707",-221100.237430857,"C14orf177..283598."
"11347",-221092.199043119,"PPIP5K1..9677."
"15009",-221091.317101405,"TIGD4..201798."
"7804",-221030.060195974,"KNL1..57082."
"15830",-220924.124983028,"TTC13..79573."
"11330",-220912.445159144,"PPFIA2..8499."
"14071",-220907.690829536,"SPCS3..60559."
"11964",-220901.362440694,"RAB42..115273."
"16404",-220888.518842483,"WARS2..10352."
"7283",-220796.492649225,"ISG15..9636."
"345",-220752.976368467,"ADH5..128."
"8541",-220710.18588489,"MAML1..9794."
"7122",-220667.584225491,"IL6ST..3572."
"16626",-220665.078369402,"YIPF5..81555."
"9459",-220653.30950269,"MYOM1..8736."
"15456",-220616.531591491,"TNNC1..7134."
"9356",-220582.140483454,"MUSTN1..389125."
"16846",-220533.437999003,"ZMAT4..79698."
"2417",-220488.919277021,"CCNJL..79616."
"11705",-220465.208758303,"PSMC4..5704."
"7346",-220407.874438482,"ITPKC..80271."
"9050",-220294.18536412,"MON2..23041."
"6578",-220287.731899402,"HIST1H2BJ..8970."
"16787",-220209.746665728,"ZFP14..57677."
"989",-220117.930015528,"ARL8B..55207."
"12452",-220087.176235477,"RNF113A..7737."
"15576",-219946.592614315,"TRABD2A..129293."
"9374",-219900.711349468,"MYADML2..255275."
"239",-219790.447682777,"ADA..100."
"5149",-219779.036612321,"FAM9A..171482."
"12218",-219693.379872243,"RDH8..50700."
"11646",-219587.714891051,"PRSS48..345062."
"6751",-219559.808213963,"HPCA..3208."
"16590",-219552.081104611,"XPO6..23214."
"8842",-219547.711742419,"METTL25..84190."
"6466",-219489.88210613,"HEATR6..63897."
"5287",-219429.514196875,"FCRL6..343413."
"10047",-219348.416840575,"NRSN2..80023."
"5019",-219347.341291722,"FAM173A..65990."
"13477",-219321.029099442,"SLC25A27..9481."
"4987",-219288.591351222,"FAM13C..220965."
"4804",-219269.819250865,"ESAM..90952."
"650",-219207.828313803,"ANK1..286."
"14628",-219166.238408604,"TAPT1..202018."
"15096",-219071.613467576,"TM9SF3..56889."
"9242",-219044.204823731,"MSH5..4439."
"7425",-219022.312678927,"KAT8..84148."
"4549",-219014.871439735,"EIF3I..8668."
"4589",-218998.243958322,"ELFN1..392617."
"95",-218996.637725904,"ABHD5..51099."
"15863",-218982.214305191,"TTC9..23508."
"11481",-218956.022232274,"PRDX5..25824."
"1684",-218943.928116292,"C11orf91..100131378."
"5635",-218927.512311491,"GABPA..2551."
"12508",-218861.113653029,"RNF220..55182."
"7241",-218840.161407258,"IQCK..124152."
"10714",-218834.843544792,"PDPN..10630."
"10",-218774.689185306,"AADAC..13."
"813",-218772.224519484,"APOA2..336."
"14363",-218674.771332469,"STK40..83931."
"11249",-218644.624524914,"POLR2B..5431."
"10977",-218618.176008911,"PITPNB..23760."
"6501",-218520.006456554,"HES3..390992."
"15438",-218489.670808232,"TNFSF13B..10673."
"10125",-218454.847836278,"NUDT16L1..84309."
"9576",-218454.837751268,"NCCRP1..342897."
"13244",-218404.307083103,"SH3TC1..54436."
"15163",-218391.382167536,"TMEM134..80194."
"7624",-218353.764831225,"KIAA1324L..222223."
"1682",-218252.536280476,"C11orf87..399947."
"6584",-218204.931004521,"HIST1H3B..8358."
"14547",-218190.232623735,"SYT4..6860."
"14749",-218189.253954203,"TCEAL2..140597."
"932",-218154.042147321,"ARHGEF16..27237."
"12834",-218123.130806385,"SAMD3..154075."
"7488",-218107.784059545,"KCNJ14..3770."
"1097",-218049.053316948,"ASIP..434."
"2892",-218019.070824139,"CHPF..79586."
"17002",-217956.022315409,"ZNF35..7584."
"12614",-217931.240840606,"RPL4..6124."
"4374",-217923.627824043,"DYNLRB1..83658."
"183",-217806.146850774,"ACSBG2..81616."
"7124",-217803.826453036,"IL7R..3575."
"240",-217768.97491686,"ADA2..51816."
"13568",-217751.808972574,"SLC35B2..347734."
"13897",-217712.469801523,"SNRPC..6631."
"14246",-217710.562875267,"SSPN..8082."
"8905",-217616.440372135,"MGST3..4259."
"3888",-217554.04265458,"DDX39B..7919."
"10817",-217532.747154899,"PGLYRP4..57115."
"14595",-217465.249238755,"TAF2..6873."
"15295",-217417.356116316,"TMEM268..203197."
"287",-217308.662488426,"ADAMTSL4..54507."
"3922",-217290.513202723,"DEFB110..245913."
"5958",-217245.091416898,"GMCL1..64395."
"11882",-217214.55912506,"PYM1..84305."
"8149",-217204.508359377,"LIMK2..3985."
"2596",-217173.869766778,"CDH5..1003."
"6561",-217150.585410075,"HIST1H2AA..221613."
"17007",-217092.494457968,"ZNF358..140467."
"8316",-217092.019549299,"LRRC38..126755."
"10160",-217084.275975978,"NUP62..23636."
"12877",-217046.717667116,"SBK1..388228."
"4339",-216989.70833957,"DUSP18..150290."
"57",-216969.884198784,"ABCC2..1244."
"10793",-216968.248021069,"PFN2..5217."
"16275",-216918.981903905,"VAV1..7409."
"8240",-216914.478589103,"LPCAT1..79888."
"17158",-216867.883945758,"ZNF593..51042."
"6832",-216807.992065665,"HSPA2..3306."
"17061",-216794.497934778,"ZNF461..92283."
"7047",-216728.159761336,"IL12A..3592."
"12782",-216711.141729115,"RXFP4..339403."
"9248",-216694.05034332,"MSL3..10943."
"14288",-216667.159102332,"ST8SIA2..8128."
"5357",-216602.928990674,"FGFRL1..53834."
"14780",-216424.34969998,"TCL1B..9623."
"15139",-216296.136335554,"TMEM108..66000."
"3948",-216268.483465922,"DENND2D..79961."
"3029",-216234.655558691,"CLEC1A..51267."
"13765",-216229.156166727,"SLX4IP..128710."
"12710",-216225.905539303,"RSL1D1..26156."
"13130",-216204.195374001,"SESN1..27244."
"10280",-216110.655139299,"OPRM1..4988."
"17193",-216063.444052356,"ZNF649..65251."
"12357",-215997.835167072,"RHOG..391."
"11548",-215930.997909109,"PRMT7..54496."
"11996",-215889.310631829,"RACK1..10399."
"5857",-215822.185456168,"GIMAP2..26157."
"5400",-215820.595914411,"FKBP8..23770."
"4709",-215797.942562215,"EPC2..26122."
"2772",-215772.320076432,"CES1..1066."
"14890",-215771.051390883,"TEX47..219557."
"15440",-215657.421074928,"TNFSF15..9966."
"1832",-215638.66849914,"C2..717."
"13889",-215596.157656304,"SNRNP35..11066."
"7760",-215562.226006644,"KLHL6..89857."
"8463",-215559.131909606,"LYZ..4069."
"15894",-215463.838262475,"TUBA3D..113457."
"6063",-215425.52673932,"GPATCH11..253635."
"16121",-215416.214177159,"UNC119B..84747."
"1218",-215397.980016561,"ATP5PF..522."
"10239",-215360.822676251,"OGG1..4968."
"3864",-215317.629661982,"DDIT4..54541."
"5594",-215316.303646149,"FXYD1..5348."
"1020",-215251.170637956,"ARPC2..10109."
"7906",-215225.561986169,"KRTAP21.1..337977."
"3903",-215031.118083774,"DDX55..57696."
"11542",-214988.73097709,"PRM2..5620."
"2626",-214955.726591308,"CDK5R2..8941."
"12791",-214919.73593871,"S100A10..6281."
"5597",-214916.586492846,"FXYD4..53828."
"6547",-214876.242832929,"HINT3..135114."
"5275",-214859.631189409,"FCHO2..115548."
"10784",-214760.754263079,"PFDN6..10471."
"10865",-214751.097516545,"PHKB..5257."
"10661",-214747.22698574,"PDE1B..5153."
"14816",-214709.174922722,"TEAD2..8463."
"9833",-214681.052057938,"NKX2.5..1482."
