"","importance","x_names"
"9473",217072.334787565,"MZB1..51237."
"11271",217089.05479904,"POM121L12..285877."
"9934",217268.393640978,"NOTO..344022."
"7061",217326.158581399,"IL17F..112744."
"4155",217326.539846035,"DNAJC15..29103."
"9398",217390.361581212,"MYH11..4629."
"648",217459.486363928,"ANGPTL8..55908."
"2144",217737.465313621,"CARF..79800."
"8669",217822.472645988,"MBD1..4152."
"15953",217845.857036664,"TXNL4B..54957."
"16552",217859.705918066,"WT1..7490."
"12217",217961.917914588,"RDH5..5959."
"2117",218097.700096887,"CAPN2..824."
"16123",218161.892798315,"UNC13B..10497."
"3041",218303.662958414,"CLEC4F..165530."
"11187",218308.594768856,"PNMA1..9240."
"4108",218415.95306645,"DMRTB1..63948."
"15229",218427.887405716,"TMEM200A..114801."
"12011",218488.608712393,"RAD52..5893."
"128",218563.628549949,"ACAN..176."
"14056",218747.509323162,"SPATA5L1..79029."
"1320",218845.018852997,"B3GNT7..93010."
"16366",218995.076924711,"VSIG1..340547."
"3796",219040.24107401,"DCAF12..25853."
"15887",219067.145333444,"TTYH1..57348."
"8863",219080.173270374,"MFGE8..4240."
"12969",219146.591437191,"SDAD1..55153."
"7424",219269.976455704,"KAT7..11143."
"446",219459.609587148,"AHI1..54806."
"5309",219468.376777047,"FETUB..26998."
"9359",219470.21178042,"MVB12A..93343."
"13639",219585.901322763,"SLC46A2..57864."
"10805",219637.157530801,"PGBD4..161779."
"864",219736.659838631,"AR..367."
"14750",219794.602754106,"TCEAL4..79921."
"1310",219853.349816608,"B3GALT6..126792."
"7457",219864.50951697,"KCNC2..3747."
"722",219873.790749616,"ANO1..55107."
"2337",219907.755770489,"CCDC71..64925."
"2423",219931.569037355,"CCNT2..905."
"8002",219992.355726872,"LARP7..51574."
"9070",220090.058016025,"MPC1..51660."
"7472",220140.033513856,"KCNH1..3756."
"8057",220178.353523585,"LDHB..3945."
"11107",220219.691506969,"PLEKHO2..80301."
"3260",220238.302675807,"COLGALT2..23127."
"357",220266.617459084,"ADM2..79924."
"15524",220322.83540975,"TP53I11..9537."
"9243",220361.894075163,"MSH6..2956."
"14930",220789.861068363,"TGFBR3..7049."
"12835",220909.904890165,"SAMD4A..23034."
"6877",221045.728198423,"HUNK..30811."
"4442",221116.710003531,"EDN1..1906."
"3459",221169.744490527,"CRY1..1407."
"2824",221293.216481133,"CGGBP1..8545."
"11242",221537.197924291,"POLN..353497."
"16948",221591.758383734,"ZNF26..7574."
"16819",221627.532587714,"ZFYVE28..57732."
"6513",221767.680061074,"HEY2..23493."
"15071",221772.90850073,"TLR3..7098."
"3558",221897.124649182,"CTF1..1489."
"13070",221991.411622154,"SEMG2..6407."
"4181",222394.391648259,"DNASE1L1..1774."
"439",222452.969907938,"AGXT..189."
"2507",222483.397699675,"CD53..963."
"16385",222487.539354569,"VTI1B..10490."
"13177",222575.17532824,"SFTA3..253970."
"7469",222601.677562426,"KCNG2..26251."
"15062",222644.32317803,"TLK2..11011."
"8881",222779.745519721,"MFSD5..84975."
"14837",222849.813401205,"TELO2..9894."
"2562",223040.744608318,"CDC42SE1..56882."
"7635",223119.206203281,"KIAA1958..158405."
"6593",223167.113470105,"HIST1H4A..8359."
"283",223297.60782038,"ADAMTS9..56999."
"15282",223551.936672955,"TMEM253..643382."
"11087",223559.9172807,"PLEKHD1..400224."
"4369",223566.206520478,"DYNC1LI2..1783."
"9247",223657.037732577,"MSL2..55167."
"15479",223728.291799795,"TNXB..7148."
"3701",223754.449051283,"CYP2A6..1548."
"9747",224092.023114193,"NFATC4..4776."
"7354",224148.689332859,"ITSN2..50618."
"8351",224267.068811025,"LRRC8C..84230."
"11181",224290.94911572,"PNKD..25953."
"9221",224297.32458565,"MS4A12..54860."
"14081",224306.513090111,"SPEF2..79925."
"14196",224337.491622737,"SRM..6723."
"5637",224442.201630588,"GABPB2..126626."
"9007",224489.898156351,"MMP20..9313."
"13215",224648.205510922,"SH2D1B..117157."
"14909",224732.128327625,"TFEC..22797."
"8549",224733.22425208,"MAN1C1..57134."
"17384",224809.639563352,"ZWILCH..55055."
"9613",224849.097901328,"NDN..4692."
"8942",224936.492073072,"MINOS1..440574."
"13715",225045.387940101,"SLC9A3R2..9351."
"9509",225140.832590946,"NADK2..133686."
"7863",225187.193900112,"KRT74..121391."
"10241",225259.570208044,"OGT..8473."
"3560",225312.640433461,"CTH..1491."
"8068",225314.247878949,"LECT2..3950."
"2237",225555.110551865,"CCDC106..29903."
"14870",225770.727200996,"TEX14..56155."
"5906",225896.856925708,"GLB1L3..112937."
"3863",225900.345932804,"DDIT3..1649."
"1810",226099.962062903,"C1orf162..128346."
"3411",226194.641752177,"CREB1..1385."
"3461",226241.07435991,"CRYAB..1410."
"16277",226320.13074167,"VAV3..10451."
"2349",226358.054296224,"CCDC85A..114800."
"15246",226394.973440201,"TMEM215..401498."
"10330",226439.244349991,"OTOP1..133060."
"14964",226446.079616176,"THEGL..100506564."
"3337",226485.177894057,"COX8A..1351."
"15535",226488.275456008,"TPCN1..53373."
"1487",226553.995607486,"BIN3..55909."
"1625",226595.661496263,"BTF3L4..91408."
"12469",226603.867361593,"RNF141..50862."
"12932",226605.384763886,"SCN1A..6323."
"1197",226606.264359898,"ATP2B4..493."
"3890",226667.964017726,"DDX4..54514."
"3275",226859.295478569,"COP1..64326."
"13065",226891.388134973,"SEMA6B..10501."
"5743",226916.555408434,"GBP2..2634."
"11631",226918.699800761,"PRSS1..5644."
"8778",226951.66219218,"MED26..9441."
"1409",227053.509347303,"BCL10..8915."
"16181",227153.616191734,"USP1..7398."
"10111",227228.330129799,"NUCB1..4924."
"3453",227366.961418479,"CRTAM..56253."
"774",227430.500579707,"AP3M1..26985."
"1836",227447.587584692,"C20orf194..25943."
"8382",227495.791938811,"LSM12..124801."
"5422",227514.613925835,"FLT4..2324."
"10755",227533.119427211,"PER1..5187."
"8750",227590.461777057,"MDP1..145553."
"15931",227738.857462933,"TWIST2..117581."
"12732",227827.06497867,"RTKN..6242."
"575",227831.705670966,"ALOX5..240."
"8416",227838.576223858,"LUM..4060."
"17108",227941.846333278,"ZNF536..9745."
"5838",228031.489885528,"GGT6..124975."
"1714",228104.742821047,"C15orf41..84529."
"14629",228116.077657975,"TARBP1..6894."
"15712",228139.021254184,"TRMT13..54482."
"2313",228139.182288877,"CCDC34..91057."
"7408",228168.553207269,"KALRN..8997."
"7707",228187.124346329,"KLF15..28999."
"9796",228246.062903262,"NIN..51199."
"3191",228298.051286063,"CNTRL..11064."
"16129",228390.47895961,"UNC5A..90249."
"7730",228638.544061549,"KLHL12..59349."
"3745",228638.565010411,"CYTH3..9265."
"13236",228716.071365981,"SH3GL3..6457."
"16534",228883.381307451,"WNT5A..7474."
"12303",228915.525297989,"RGL4..266747."
"8482",229117.212752378,"MACROD2..140733."
"16662",229144.304478645,"ZBED3..84327."
"11339",229339.181171311,"PPIF..10105."
"2891",229361.668081615,"CHP2..63928."
"8795",229419.368038341,"MEGF10..84466."
"4573",229487.049370388,"EIF5AL1..143244."
"6279",229612.700062473,"GSTA3..2940."
"6081",229657.624925701,"GPD2..2820."
"13872",230024.538956237,"SNAPC5..10302."
"3627",230092.468738364,"CXCL1..2919."
"13748",230251.009810087,"SLIT1..6585."
"4889",230336.323627866,"EXT1..2131."
"13720",230453.115101305,"SLC9A8..23315."
"7211",230486.796393268,"INTS9..55756."
"7857",230487.72626904,"KRT6A..3853."
"12302",230510.913596102,"RGL3..57139."
"11304",230533.606536988,"POU3F4..5456."
"11538",230611.056308524,"PRLH..51052."
"17147",230808.332695953,"ZNF580..51157."
"11692",230859.594009051,"PSMB11..122706."
"15313",231105.502372223,"TMEM43..79188."
"3382",231154.897384255,"CPSF4..10898."
"10990",231158.252150082,"PJA1..64219."
"6228",231161.477541493,"GRIN2B..2904."
"8826",231223.268482527,"METAP2..10988."
"7474",231231.526018205,"KCNH3..23416."
"1697",231253.08362108,"C12orf57..113246."
"3255",231486.051390205,"COLCA2..120376."
"16793",231559.479696307,"ZFP36L1..677."
"5081",231806.35329096,"FAM228A..653140."
"2546",231854.148702559,"CDC25C..995."
"16005",231877.2907243,"UBE2I..7329."
"8844",232007.777334566,"METTL27..155368."
"3091",232072.868319392,"CLSTN3..9746."
"8045",232095.568424957,"LCORL..254251."
"14157",232205.621783717,"SPSB3..90864."
"13649",232409.285728728,"SLC4A2..6522."
"4639",232430.720079523,"EMILIN1..11117."
"4242",232443.885763499,"DPH7..92715."
"2065",232548.641598487,"CALHM2..51063."
"10389",232562.937605793,"P4HB..5034."
"13511",232623.067441113,"SLC26A4..5172."
"736",232655.702665935,"ANPEP..290."
"6586",232671.80409519,"HIST1H3D..8351."
"9297",233133.684318028,"MTHFD2..10797."
"13289",233155.732794902,"SIAH1..6477."
"3982",233165.376578514,"DGCR6L..85359."
"4897",233545.327569983,"EYA4..2070."
"2558",233610.515836489,"CDC42EP2..10435."
"2917",233693.14161132,"CHRND..1144."
"16086",233711.036433884,"UGDH..7358."
"17277",233753.045106055,"ZNF780A..284323."
"10356",233754.585890228,"OXCT2..64064."
"17206",233758.386947165,"ZNF670..93474."
"2843",233868.208973681,"CHCHD5..84269."
"1991",233892.024604855,"CA13..377677."
"4778",233911.716716333,"ERH..2079."
"16874",234124.278403898,"ZNF131..7690."
"2461",234190.109632741,"CD180..4064."
"13121",234276.729454205,"SERPING1..710."
"8668",234304.23798751,"MB21D2..151963."
"17364",234507.955386892,"ZSCAN22..342945."
"1741",234595.475125711,"C17orf51..339263."
"8861",234662.84055174,"MFAP5..8076."
"4480",234927.342341913,"EFHC1..114327."
"912",234937.445336861,"ARHGAP33..115703."
"4559",234957.401521579,"EIF4E1B..253314."
"17385",234963.664773492,"ZWINT..11130."
"14712",235000.053331999,"TBK1..29110."
"2572",235008.728796465,"CDCA5..113130."
"7359",235028.663486606,"IYD..389434."
"2952",235077.252901551,"CIC..23152."
"3774",235392.648137649,"DAPP1..27071."
"14838",235445.254092455,"TEN1..100134934."
"12887",235644.183370061,"SCAF8..22828."
"11472",235675.393367123,"PRDM5..11107."
"4615",235694.334846794,"ELOVL6..79071."
"126",235734.137029855,"ACADSB..36."
"9032",235860.290931931,"MOB1B..92597."
"6999",235873.64675451,"IGFALS..3483."
"10739",235942.51379546,"PEAK3..374872."
"3683",236085.888982019,"CYP11A1..1583."
"16447",236106.888555358,"WDR4..10785."
"12922",236109.271270482,"SCIMP..388325."
"1782",236115.76916208,"C1QL2..165257."
"12571",236141.867253572,"RPGR..6103."
"147",236162.609220431,"ACHE..43."
"7683",236234.239742271,"KIR2DL3..3804."
"2036",236253.876977875,"CACNG1..786."
"11234",236305.185600869,"POLE4..56655."
"17219",236671.868259636,"ZNF688..146542."
"12734",236846.150117072,"RTL1..388015."
"5967",236872.13595593,"GMNN..51053."
"14552",236896.101414632,"SYT9..143425."
"13190",237041.323222353,"SGCD..6444."
"5455",237054.857889174,"FNDC8..54752."
"16324",237057.812138804,"VNN2..8875."
"3988",237096.244667231,"DGKG..1608."
"2578",237167.354530786,"CDH1..999."
"10289",237189.182508559,"ORC4..5000."
"833",237289.428999402,"APOF..319."
"17264",237298.543101162,"ZNF765..91661."
"12525",237305.006522691,"RNF5..6048."
"11667",237322.150923501,"PSD4..23550."
"11320",237428.39529945,"PPARGC1B..133522."
"5060",237566.204454944,"FAM20A..54757."
"13698",237572.869727581,"SLC7A2..6542."
"4943",237970.266117337,"FAIM..55179."
"7261",238000.205765192,"IRF3..3661."
"11724",238112.513155329,"PSME3..10197."
"601",238264.107059331,"AMER2..219287."
"5482",238292.024724646,"FOXF2..2295."
"1070",238302.7266873,"ASB2..51676."
"10130",238407.837029839,"NUDT22..84304."
"6662",238414.80586886,"HMGN3..9324."
"6382",238569.42022951,"HAGH..3029."
"1039",238697.00084905,"ARSE..415."
"11714",238739.958201637,"PSMD2..5708."
"15550",238765.500535485,"TPM4..7171."
"5165",238795.836153038,"FAP..2191."
"2991",239042.879219049,"CLCN3..1182."
"15742",239081.1124218,"TRPM6..140803."
"15017",239241.04470343,"TIMM10B..26515."
"12550",239541.922998717,"RORA..6095."
"14217",239723.025997777,"SRRT..51593."
"11713",239727.041674202,"PSMD14..10213."
"6282",239786.004256394,"GSTCD..79807."
"13519",239794.697763208,"SLC27A3..11000."
"11776",239902.107473262,"PTGS1..5742."
"16899",239925.018755855,"ZNF180..7733."
"14112",240017.849807518,"SPINK9..643394."
"8555",240036.370802701,"MANBA..4126."
"7038",240084.4504056,"IKZF2..22807."
"319",240225.685092297,"ADGRB2..576."
"11589",240259.163642553,"PRPS2..5634."
"11398",240279.891551083,"PPP1R3D..5509."
"13645",240687.171067974,"SLC4A1..6521."
"801",240725.984138704,"APEX2..27301."
"5152",240806.677377941,"FAN1..22909."
"4687",240834.908882884,"ENTPD3..956."
"7932",240884.092792816,"KRTAP6.2..337967."
"13148",240961.430821617,"SETX..23064."
"7064",240972.521747187,"IL17RC..84818."
"7480",240984.390275307,"KCNIP1..30820."
"15597",241046.985911672,"TRAP1..10131."
"17363",241140.065434323,"ZSCAN21..7589."
"17306",241377.790602969,"ZNF829..374899."
"13252",241739.600936869,"SHC2..25759."
"14922",242019.916691275,"TGFA..7039."
"687",242073.890554253,"ANKRD30A..91074."
"1442",242139.432945266,"BDP1..55814."
"10102",242223.730582198,"NTS..4922."
"12828",242265.180489904,"SAMD10..140700."
"16423",242315.917373612,"WDFY3..23001."
"4331",242316.424739492,"DUSP1..1843."
"7909",242319.204363359,"KRTAP22.1..337979."
"364",242365.448111513,"ADORA2B..136."
"10493",242571.014373435,"PARVG..64098."
"7437",242620.012332483,"KBTBD3..143879."
"15732",242636.734082969,"TRPC4..7223."
"11940",242852.786778605,"RAB30..27314."
"16997",242902.665940979,"ZNF341..84905."
"9759",242990.694096754,"NFKBIA..4792."
"16340",243040.0756667,"VPS33A..65082."
"14785",243127.502280714,"TCP10L..140290."
"14151",243129.227093832,"SPRY4..81848."
"15528",243175.546981859,"TP53INP2..58476."
"1342",243217.639513022,"BACE1..23621."
"12521",243337.14189569,"RNF40..9810."
"6404",243457.470018564,"HAUS2..55142."
"9462",243534.926343201,"MYOT..9499."
"16900",243614.529500738,"ZNF181..339318."
"13243",243992.699798955,"SH3RF2..153769."
"1638",244075.5069426,"BTNL3..10917."
"10584",244107.507474277,"PCDHGA3..56112."
"720",244291.246696747,"ANKZF1..55139."
"16783",244314.112517407,"ZFHX2..85446."
"931",244428.051719941,"ARHGEF15..22899."
"1866",244462.764403285,"C2orf54..79919."
"1332",244582.61311445,"B4GALT5..9334."
"3424",244711.166863771,"CRELD1..78987."
"15450",244862.472702599,"TNK2..10188."
"4803",244907.92500843,"ERVFRD.1..405754."
"4190",244967.300894339,"DNM1..1759."
"15117",244988.748512976,"TMCO5A..145942."
"9250",245260.163175959,"MSMB..4477."
"2661",245306.749670502,"CDSN..1041."
"10770",245337.338551288,"PEX16..9409."
"8340",245438.832933326,"LRRC66..339977."
"2394",245441.533837146,"CCL8..6355."
"8020",245485.222080787,"LCA5L..150082."
"12533",245605.969881863,"RNLS..55328."
"1145",245632.311768904,"ATG13..9776."
"2205",245643.312262851,"CBLB..868."
"10879",245696.292243627,"PHOX2B..8929."
"6618",245920.63434995,"HKDC1..80201."
"4627",245923.82557125,"EMC2..9694."
"1778",245931.27163704,"C1QB..713."
"7713",246117.973761125,"KLF5..688."
"10872",246129.884326674,"PHLDB2..90102."
"8987",246151.503732059,"MLYCD..23417."
"4099",246171.613056857,"DMGDH..29958."
"13691",246229.006252465,"SLC6A8..6535."
"16791",246346.205622613,"ZFP30..22835."
"15696",246350.302061755,"TRIP11..9321."
"11909",246400.000886084,"R3HDML..140902."
"11489",246480.738875643,"PREP..5550."
"9572",246541.13329077,"NCAPH2..29781."
"9927",246629.898373258,"NOS3..4846."
"13094",246715.446970091,"SERPINA11..256394."
"11884",246724.457714252,"PYROXD2..84795."
"4955",246750.353498687,"FAM111A..63901."
"4412",246791.769692385,"EBPL..84650."
"3173",246914.793017438,"CNST..163882."
"12120",246971.170583487,"RBBP7..5931."
"4666",246984.782825871,"ENKD1..84080."
"11872",246993.297650115,"PYCR1..5831."
"3645",247175.877930333,"CXCR5..643."
"12748",247335.798247829,"RTN4R..65078."
"13362",247359.534575222,"SLC10A1..6554."
"2274",247672.985326928,"CCDC155..147872."
"15919",247848.882067164,"TULP3..7289."
"15838",248082.721616969,"TTC23..64927."
"546",248180.165305177,"ALG10B..144245."
"16704",248232.922100875,"ZBTB7A..51341."
"5539",248392.41932971,"FRRS1L..23732."
"6448",248572.905210342,"HDAC8..55869."
"16094",248735.791586994,"UGT1A7..54577."
"4030",248845.395464005,"DHX58..79132."
"8708",248874.848648983,"MCHR1..2847."
"6324",249223.396051134,"GTSF1L..149699."
"4547",249352.064972592,"EIF3G..8666."
"7459",249472.609500837,"KCNC4..3749."
"15793",249789.104608659,"TSPAN2..10100."
"4797",249885.424735507,"ERO1B..56605."
"1977",250037.40860714,"C9orf47..286223."
"12421",250038.909234939,"RMI2..116028."
"5143",250320.222056973,"FAM91A1..157769."
"1694",250370.079569847,"C12orf50..160419."
"6802",250390.167764913,"HSD17B1..3292."
"9202",250465.797428188,"MRPS28..28957."
"11829",250503.872478071,"PTPRT..11122."
"5952",250594.19649484,"GLYATL1..92292."
"14831",250699.870644461,"TEK..7010."
"3653",250777.610575857,"CXorf56..63932."
"8091",250808.987993206,"LGALS1..3956."
"12961",250915.548039283,"SCT..6343."
"10959",250931.156725768,"PINLYP..390940."
"12532",250968.715157606,"RNH1..6050."
"1974",251008.296450494,"C9orf3..84909."
"12796",251022.467589697,"S100A16..140576."
"6806",251043.070417007,"HSD17B13..345275."
"12738",251049.952661383,"RTL5..340526."
"1376",251274.633509447,"BAZ1B..9031."
"13155",251343.936300991,"SF3A3..10946."
"3427",251399.301646848,"CRHBP..1393."
"1518",251626.7280466,"BMP4..652."
"4971",251651.33970791,"FAM124B..79843."
"1049",251662.270961374,"ART5..116969."
"15025",251761.15484269,"TIMM44..10469."
"16691",251843.845195882,"ZBTB4..57659."
"4829",251948.126673236,"ETFBKMT..254013."
"5900",251949.855455233,"GKN1..56287."
"6285",252101.701110533,"GSTM3..2947."
"11980",252116.235977911,"RABEP1..9135."
"11682",252165.14954168,"PSMA1..5682."
"5410",252221.66694229,"FLII..2314."
"9429",252228.305483541,"MYNN..55892."
"16464",252968.89407085,"WDR61..80349."
"1028",253009.90947689,"ARR3..407."
"191",253313.570933372,"ACSM1..116285."
"11892",253319.540453994,"QPCTL..54814."
"12243",253320.181652494,"RELT..84957."
"543",253418.704515118,"ALDOC..230."
"917",253500.34203176,"ARHGAP44..9912."
"3659",253616.078339942,"CYB561A3..220002."
"12252",253664.253530649,"RER1..11079."
"3803",253706.745210789,"DCAF4..26094."
"5544",253831.705331306,"FRZB..2487."
"5985",253904.431477628,"GNAT1..2779."
"5496",253970.376070111,"FOXN1..8456."
"7692",254259.697844039,"KISS1R..84634."
"11893",254294.846693745,"QPRT..23475."
"7634",254349.895906587,"KIAA1841..84542."
"15426",254359.450513845,"TNFRSF1A..7132."
"2112",254513.770785251,"CAPN11..11131."
"4669",254927.413698575,"ENO2..2026."
"13995",255001.846095301,"SOX8..30812."
"7344",255111.91776788,"ITPKA..3706."
"12817",255136.798708408,"SACM1L..22908."
"13679",255280.220974972,"SLC6A15..55117."
"9394",255339.687132484,"MYF5..4617."
"8468",255507.201372873,"LZTR1..8216."
"17328",255525.742269611,"ZNF891..101060200."
"13516",255808.260949534,"SLC26A9..115019."
"7186",255943.99819766,"INSL3..3640."
"2215",255967.571251973,"CBR4..84869."
"3884",256033.947586727,"DDX27..55661."
"17354",256171.170852446,"ZRANB2..9406."
"10320",256207.828386133,"OSR2..116039."
"7326",256319.424697378,"ITGB5..3693."
"592",256545.178054041,"AMACR..23600."
"15023",256693.195298561,"TIMM23..100287932."
"10167",256754.084011505,"NUPR1..26471."
"16142",256757.816406943,"UPF1..5976."
"7339",256884.531883264,"ITM2A..9452."
"7233",257439.337204223,"IQCF1..132141."
"13708",257490.972963176,"SLC8A2..6543."
"7954",257532.561289815,"L3MBTL2..83746."
"211",257550.808074591,"ACTL7B..10880."
"9382",257636.707235318,"MYBPH..4608."
"5454",257726.169379288,"FNDC7..163479."
"14761",257774.382471611,"TCF15..6939."
"16891",258033.45862957,"ZNF160..90338."
"2502",258241.008266732,"CD44..960."
"5700",258275.526264,"GAMT..2593."
"12758",258380.409507159,"RUBCN..9711."
"7998",258425.828117124,"LARP1B..55132."
"15736",258486.781674328,"TRPC7..57113."
"8707",258565.364697793,"MCFD2..90411."
"7180",258566.155359828,"INPP5K..51763."
"15449",258743.9709246,"TNK1..8711."
"9711",258773.290692572,"NEMF..9147."
"11762",258796.748120294,"PTGER1..5731."
"10986",259190.634882799,"PIWIL1..9271."
"13544",259418.029942172,"SLC2A9..56606."
"11209",259481.198506896,"PNRC2..55629."
"7155",259524.328740973,"ING3..54556."
"4382",259703.462197433,"DYRK4..8798."
"16109",259766.115037512,"UHRF1BP1L..23074."
"11575",259961.492855595,"PRPF31..26121."
"2902",260182.249297002,"CHRM4..1132."
"1871",260371.612665393,"C2orf72..257407."
"12665",260451.938902149,"RPS6KB1..6198."
"5277",260539.44508221,"FCHSD2..9873."
"79",260639.062642845,"ABHD11..83451."
"3232",260697.35299188,"COL28A1..340267."
"2694",260717.11457619,"CELF4..56853."
"250",260783.539164328,"ADAM19..8728."
"13224",260875.639087749,"SH3BGRL..6451."
"9531",260899.130934478,"NAP1L4..4676."
"17351",260902.461036252,"ZPLD1..131368."
"12145",261006.196817296,"RBM24..221662."
"11088",261140.240952471,"PLEKHF1..79156."
"11055",261274.340897109,"PLCB4..5332."
"2844",261389.307772815,"CHCHD6..84303."
"4134",261561.845868611,"DNAJA2..10294."
"1177",261630.915823067,"ATP13A1..57130."
"638",261654.128590414,"ANGPT1..284."
"5147",261954.554342807,"FAM98B..283742."
"14184",261955.009575431,"SRD5A3..79644."
"2653",262044.434999447,"CDPF1..150383."
"10427",262181.06014317,"PAK1..5058."
"17374",262239.858582973,"ZSWIM1..90204."
"8857",262321.739126971,"MFAP2..4237."
"4125",262355.695213068,"DNAH2..146754."
"14823",262462.919678399,"TECRL..253017."
"11531",262804.211198253,"PRKG1..5592."
"12637",262832.348921723,"RPS11..6205."
"13390",262889.200302626,"SLC15A4..121260."
"15867",263012.98692135,"TTF2..8458."
"1004",263023.090991192,"ARMCX3..51566."
"8999",263195.277685366,"MMP11..4320."
"417",263199.727674086,"AGL..178."
"14400",263244.028693471,"STX10..8677."
"12792",263328.345006211,"S100A11..6282."
"9974",263465.162339715,"NPNT..255743."
"14061",263764.849942819,"SPATA9..83890."
"5537",263847.006885037,"FRMPD2..143162."
"6559",263887.919821092,"HIST1H1E..3008."
"618",263938.606669401,"AMPD3..272."
"6042",264135.925828537,"GORASP2..26003."
"8628",264179.892520151,"MAPKBP1..23005."
"9963",264280.964204609,"NPFFR2..10886."
"9373",264283.069079563,"MYADM..91663."
"11760",264400.917441731,"PTGDR2..11251."
"15941",264482.764960094,"TXNDC11..51061."
"4430",264544.970915773,"EDA2R..60401."
"382",265057.387212104,"ADSSL1..122622."
"5836",265152.104088691,"GGT1..2678."
"8685",265377.025442513,"MBOAT4..619373."
"9632",265804.589712565,"NDUFA4..4697."
"2559",265868.51897541,"CDC42EP3..10602."
"15307",265903.585389776,"TMEM39A..55254."
"6533",265913.809053835,"HIC2..23119."
"2871",266146.662388197,"CHKB..1120."
"8816",266223.854689929,"MEPCE..56257."
"2147",266251.612332227,"CARMIL1..55604."
"3954",266258.786573668,"DENND5B..160518."
"16069",266296.059521794,"UCK2..7371."
"13502",266341.514356718,"SLC25A51..92014."
"9695",266409.464919305,"NEK10..152110."
"11786",266644.063978407,"PTK7..5754."
"15268",266644.139997839,"TMEM240..339453."
"5775",266650.311796087,"GCSAML..148823."
"14019",266678.186054909,"SPAG4..6676."
"14257",266805.905373998,"SSTR4..6754."
"6077",266947.629924623,"GPC6..10082."
"7737",267124.027121041,"KLHL20..27252."
"12458",267420.902975428,"RNF123..63891."
"15137",267469.653721576,"TMEM106C..79022."
"2583",267484.46801069,"CDH15..1013."
"7995",267486.889827638,"LARGE1..9215."
"15144",267496.245470216,"TMEM117..84216."
"1219",267497.197674325,"ATP5PO..539."
"14011",267603.07087301,"SPACA1..81833."
"5705",267789.494733556,"GAPDH..2597."
"2458",267870.620129339,"CD163L1..283316."
"850",267899.442890255,"APTX..54840."
"8985",267952.696021572,"MLX..6945."
"6631",267972.289045067,"HLA.DQB1..3119."
"11168",267992.635544452,"PMFBP1..83449."
"11971",268032.660630228,"RAB5IF..55969."
"4679",268082.133860573,"ENPP4..22875."
"7017",268088.645889902,"IGLL5..100423062."
"16998",268098.249774958,"ZNF343..79175."
"8775",268257.012571682,"MED23..9439."
"1041",268257.57460107,"ARSG..22901."
"13172",268381.193164782,"SFSWAP..6433."
"8568",268436.231489686,"MAP1LC3B2..643246."
"14086",268444.309909578,"SPERT..220082."
"11994",268574.755772377,"RAC3..5881."
"13661",268887.023767673,"SLC52A3..113278."
"16317",268893.213502619,"VMAC..400673."
"646",268899.545385734,"ANGPTL6..83854."
"10914",269249.671917778,"PIGH..5283."
"11007",269490.080878566,"PKMYT1..9088."
"1936",269740.197324418,"C6orf226..441150."
"16322",269791.169334669,"VN1R4..317703."
"933",269908.056921009,"ARHGEF17..9828."
"12645",269956.375884481,"RPS19BP1..91582."
"7076",270181.097693406,"IL1R1..3554."
"15512",270709.15620139,"TOR1B..27348."
"4086",270910.143693341,"DLX1..1745."
"6244",270920.403251326,"GRM3..2913."
"10623",271023.220903627,"PCOLCE..5118."
"9769",271029.936504262,"NFXL1..152518."
"1259",271057.015267707,"ATRAID..51374."
"8910",271227.537440621,"MIB2..142678."
"13856",271245.382497258,"SMYD2..56950."
"11265",271279.454371424,"POLR3GL..84265."
"13742",271402.885201196,"SLFN12L..100506736."
"2046",271444.874745628,"CACYBP..27101."
"6276",271651.756618236,"GSPT2..23708."
"627",271653.293597955,"ANAPC11..51529."
"13344",271722.862646132,"SKAP2..8935."
"2181",271729.644625183,"CASTOR3..352954."
"15660",271901.175103225,"TRIM41..90933."
"13205",272000.794458112,"SGPP2..130367."
"7917",272480.754082604,"KRTAP3.2..83897."
"4919",272636.084589845,"FAAH..2166."
"1037",272666.415755254,"ARSB..411."
"9765",272704.994268843,"NFRKB..4798."
"2768",272763.729131258,"CERS3..204219."
"7565",272838.597426353,"KDM2A..22992."
"12627",272876.397374055,"RPP25L..138716."
"4438",272946.763091805,"EDEM2..55741."
"951",272985.152696655,"ARID1A..8289."
"6341",273029.189278129,"GXYLT1..283464."
"2187",273285.829545856,"CATSPER3..347732."
"11008",273346.586741827,"PKN1..5585."
"1475",273383.512266306,"BHMT2..23743."
"9692",273424.922615716,"NEIL2..252969."
"3776",273529.546405599,"DARS2..55157."
"3758",273669.503996135,"DACT2..168002."
"17304",273704.008858776,"ZNF823..55552."
"14820",273726.681126194,"TECPR1..25851."
"6118",273756.080055654,"GPR155..151556."
"6642",273834.842346537,"HLX..3142."
"1607",273908.408220071,"BST2..684."
"1779",274003.037818136,"C1QBP..708."
"11626",274179.418442642,"PRRT2..112476."
"3855",274285.534047961,"DDB1..1642."
"2763",274294.687193954,"CERCAM..51148."
"723",274420.701805614,"ANO10..55129."
"15005",274791.694214375,"TIGAR..57103."
"5383",274874.199028333,"FIS1..51024."
"16971",275132.657349013,"ZNF296..162979."
"8401",275159.50159529,"LTB4R..1241."
"12735",275232.281147581,"RTL10..79680."
"16813",275262.143048847,"ZFYVE1..53349."
"3132",275329.367697768,"CNGA1..1259."
"12024",275406.99403896,"RAI14..26064."
"8994",275717.031760147,"MME..4311."
